country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
FRATNP,2000,1,short,3,0,272043,1992,401,267,374,1342,1958,2314,2709,3943,6374,9782,13615,12962,17974,26844,35059,43545,29056,61532,36450,25082,19618,5464,.,.
FRATNP,2000,1,short,3,1,5757.26,78.92,27.77,2.14,8.33,7.45,12.11,55.23,137.38,295.78,294.87,237.85,261.56,235.23,315.94,469.18,633.86,826.21,596.43,1261.01,766.07,494.95,394.18,100.77,.,.
FRATNP,2000,1,short,3,2,94230.24,19.99,67.76,69.42,56.26,123.45,133.25,208.52,319.04,663.84,1792.08,3876.37,6421.51,6547.46,9166.34,12918.05,15068.64,15679.23,8541.21,12557.83,8324.24,4233.58,3476.14,757.44,.,.
FRATNP,2000,1,short,3,3,1040.84,16.84,22.22,7.48,8.33,6.39,8.81,9.02,11.35,10.01,16.32,31.07,37.06,29.54,37.54,78.89,109.79,159.84,108.63,331.73,181.74,149.99,112.62,37.36,.,.
FRATNP,2000,1,short,3,4,8296.02,46.3,13.33,8.54,10.42,8.51,14.32,27.05,22.71,57.82,99.02,172.5,280.62,296.41,432.72,805.5,1082.32,1424.06,985,2508.86,1392.66,1116.2,849,267.2,.,.
FRATNP,2000,1,short,3,5,7429.72,0,3.33,0,0,5.32,30.83,50.72,110.13,200.15,348.19,505.71,452.17,369.2,361.82,450.5,536.5,858.38,775.05,2371.72,1331.37,1040.35,799.19,241.16,.,.
FRATNP,2000,1,short,3,6,9149.77,65.24,33.32,19.22,28.13,64.92,56.16,64.25,99.91,128.99,175.18,240,293.33,251.05,374.33,687.16,1165.18,1809.14,1286.87,2307.37,1553.27,754.11,620.51,133.6,.,.
FRATNP,2000,1,short,3,7,54789.37,44.2,8.89,7.48,10.42,29.8,45.15,71.01,120.35,321.36,739.9,1202.13,1878.59,1848.1,2815.28,4695.96,7045.98,9787.84,7256.43,16860.54,9654.56,7205.98,5582.4,1623.58,.,.
FRATNP,2000,1,short,3,8,16833.8,13.68,3.33,3.2,6.25,8.51,22.02,30.43,36.33,84.51,155.6,278.57,366.4,413.5,677.75,1247.69,2124.25,3338.04,2458.85,5564.87,3367.53,2197.35,1771.64,425.71,.,.
FRATNP,2000,1,short,3,9,7511.96,0,1.11,0,0,4.26,6.61,9.02,21.57,38.92,87.05,148.93,225.56,270.04,428.55,678.86,1058.5,1485.3,959.93,2087.76,1261.63,826.12,655.16,170.96,.,.
FRATNP,2000,1,short,3,10,7662.32,11.58,6.66,0,4.17,5.32,4.4,7.89,14.76,12.23,44.61,78.21,113.31,130.8,191.86,353.96,643.18,1106.45,1098.86,3834.06,1848.07,1985.99,1465.18,520.81,.,.
FRATNP,2000,1,short,3,11,11649.23,12.63,6.66,4.27,6.25,12.77,18.72,16.91,26.11,40.03,65.29,127.5,256.27,283.75,514.05,1083.68,1712.04,2196.3,1675.44,3590.55,2111.18,1479.37,1128.39,350.98,.,.
FRATNP,2000,1,short,3,12,13252.7,26.31,6.66,1.07,3.13,4.26,9.91,33.81,78.34,220.17,512.49,841.06,1141.55,969.41,1236.64,1550.79,1589.82,1728.18,1049.76,2249.34,1333.49,915.86,723.38,192.47,.,.
FRATNP,2000,1,short,3,13,1935.77,2.1,3.33,2.14,1.04,3.19,3.3,1.13,5.68,14.46,13.06,18.21,37.06,45.36,63.6,121.45,210.25,340.45,280.98,768.98,433.22,335.76,259.9,75.86,.,.
FRATNP,2000,1,short,3,14,3850.55,9.47,0,0,1.04,0,3.3,7.89,7.95,10.01,16.32,37.5,56.12,72.78,136.59,236.67,394.61,640.41,588.08,1631.8,899.2,732.6,545.79,186.81,.,.
FRATNP,2000,1,short,3,15,2098.37,1568.98,41.1,21.36,26.04,24.48,22.02,31.56,26.11,25.58,31.55,36.43,38.12,32.7,28.15,26.99,36.25,28.02,24.02,28.89,17.96,10.93,8.66,2.26,.,.
FRATNP,2000,1,short,3,16,26555.07,75.77,155.51,120.68,204.19,1033.37,1567.06,1689.57,1671.27,1819.16,1982.49,1949.97,1755.75,1166.66,1192.84,1438.68,1647.82,2137.13,1370.44,3576.69,1973.81,1602.88,1225.85,377.02,.,.
FRATNP,2001,1,short,3,0,272274,1958,433,257,368,1429,1992,2221,2684,4027,6217,9903,14005,13750,17187,25482,34530,42465,34438,58928,33144,25784,20066,5718,.,.
FRATNP,2001,1,short,3,1,5448.88,35.73,21.17,8.75,5.26,15.18,15.61,30.44,113.94,291.6,291.03,244.1,278.95,245.59,281.91,392.09,583.84,824.04,649.4,1120.24,625.3,494.94,383.92,111.02,.,.
FRATNP,2001,1,short,3,2,95306.89,16.82,74.11,65.62,75.7,105.17,144.99,184.9,326.87,640.84,1671.48,3845.98,6515.93,7049.14,8749.65,12475.08,15234.04,15668.17,10447.98,12014.43,7626.73,4387.7,3636.89,750.8,.,.
FRATNP,2001,1,short,3,3,1041.37,10.51,10.59,4.37,5.26,6.51,6.69,2.25,4.6,21.47,19.77,26.04,38.33,33.87,54.5,74.04,96.79,163.76,148.73,313.29,144.38,168.91,118.55,50.36,.,.
FRATNP,2001,1,short,3,4,8554.16,39.94,24.35,12.03,16.82,13.01,21.19,29.31,27.62,65.55,118.61,197.45,316.21,308.05,430.72,769.59,1115.65,1471.79,1245.38,2330.87,1228.3,1102.57,823.3,279.26,.,.
FRATNP,2001,1,short,3,5,7735.74,0,0,1.09,0,8.67,34.58,48.48,110.49,219.26,316.29,482.78,564.29,424.49,376.23,402.52,554.7,807.35,967.81,2416.7,1213.44,1203.26,933.15,270.11,.,.
FRATNP,2001,1,short,3,6,9792.91,72.52,45.52,14.22,32.59,67.22,78.07,66.52,85.17,136.76,197.68,240.85,316.21,302.76,411.86,665.31,1067.78,1805.58,1750.23,2436.06,1570.15,865.91,730.86,135.05,.,.
FRATNP,2001,1,short,3,7,54219.29,29.43,6.35,6.56,15.77,27.11,29,82.3,138.11,335.68,712.74,1283.44,1798.27,1871.58,2612.63,4318.26,6775.08,9410.71,8395.04,16371.22,8903.87,7467.36,5718.54,1748.82,.,.
FRATNP,2001,1,short,3,8,16678.94,8.41,3.18,2.19,3.15,8.67,22.31,28.19,41.43,88.16,168.03,282.07,396.07,428.73,613.07,1220.08,2018.99,3185.58,2895.06,5265.57,3036.25,2229.32,1774.94,454.37,.,.
FRATNP,2001,1,short,3,9,7400.51,3.15,0,0,1.05,3.25,11.15,5.64,31.08,32.78,70.29,164.91,251.27,262.53,363.65,688.25,998.05,1351.84,1083.03,2078.6,1192.21,886.39,711.28,175.11,.,.
FRATNP,2001,1,short,3,10,6578.18,15.76,3.18,1.09,3.15,0,3.35,6.76,16.11,28.26,51.62,81.37,110.73,109.03,186.54,296.16,567.19,883.49,996.09,3218.29,1471.42,1746.87,1239.85,507.02,.,.
FRATNP,2001,1,short,3,11,11403.52,5.25,10.59,4.37,5.26,9.76,15.61,21.42,28.77,38.43,71.38,135.61,231.04,295.35,505.13,930.18,1605.83,2259.32,1870.69,3359.52,1893.94,1465.57,1125.65,339.92,.,.
FRATNP,2001,1,short,3,12,13732.81,24.17,3.18,3.28,6.31,8.67,6.69,22.55,77.11,212.48,548.01,875.52,1253.15,1028.95,1200.99,1519.37,1677.64,1740.91,1292.51,2231.32,1264.4,966.92,747.17,219.75,.,.
FRATNP,2001,1,short,3,13,2105.08,0,1.06,0,3.15,4.34,1.12,4.51,5.75,5.65,10.98,22.78,40.46,53.99,53.45,103.24,245.61,347.35,367.64,834,429.96,404.04,305.61,98.43,.,.
FRATNP,2001,1,short,3,14,3822.84,3.15,0,0,0,1.08,2.23,6.76,4.6,11.3,15.38,29.29,51.11,68.81,117.37,213.78,390.27,630.02,686.06,1591.62,795.16,796.46,592.74,203.72,.,.
FRATNP,2001,1,short,3,15,2125.39,1625.89,47.64,20.78,21.03,27.11,16.73,16.91,31.08,21.47,21.96,34.72,39.39,37.05,32.49,38.58,27.06,29.21,14.66,21.63,9.55,12.08,9.79,2.29,.,.
FRATNP,2001,1,short,3,16,26327.52,67.26,182.09,112.64,173.49,1123.25,1582.67,1664.06,1641.25,1877.31,1931.76,1956.08,1803.59,1230.08,1196.8,1375.46,1571.48,1885.9,1627.68,3324.66,1738.95,1585.72,1213.75,371.97,.,.
FRATNP,2002,1,short,3,0,273007,1754,405,260,306,1228,1994,2132,2624,3840,6009,9596,14117,15120,16605,24597,34251,41942,39239,56988,29998,26990,20989,6001,.,.
FRATNP,2002,1,short,3,1,5627.9,36.87,18.15,9.32,4.26,12.87,15.38,40.5,93.59,268.52,322.07,266.4,265.45,259.27,257.17,401.91,592.9,815.25,772.6,1175.41,637.24,538.17,404.64,133.53,.,.
FRATNP,2002,1,short,3,2,95999.3,9.48,57.86,78.73,73.57,108.32,146.12,210.39,273.93,606.44,1544.16,3762.41,6663,7647.83,8463.63,12384.1,15221.97,15489.73,11839.53,11418.11,6762.79,4655.32,3863.18,792.14,.,.
FRATNP,2002,1,short,3,3,1062.68,9.48,15.88,9.32,7.46,5.36,7.69,7.88,11.41,15.93,24.27,21.84,29.97,37.04,57.73,77.25,100.9,134.66,166.68,321.93,139.36,182.57,140.7,41.87,.,.
FRATNP,2002,1,short,3,4,8566.12,28.44,35.17,11.39,12.79,16.09,20.87,22.5,45.65,69.4,88.24,174.69,266.52,352.39,415.68,757.89,1107.79,1469.74,1395.29,2275.57,1109.58,1165.99,893.26,272.72,.,.
FRATNP,2002,1,short,3,5,7735.82,0,0,2.07,1.07,8.58,31.86,55.13,86.74,178.63,343.02,513.16,583.35,401.07,352.69,424.88,562.74,815.25,1056.69,2318.89,1150,1168.89,906.35,262.54,.,.
FRATNP,2002,1,short,3,6,10066.01,69.53,34.03,23.82,33.05,49.33,69.21,64.13,101.58,122.88,195.23,254.39,330.74,323.82,400.98,582.51,1125.47,1849.71,1937.26,2498.32,1517.03,981.29,809.28,172.01,.,.
FRATNP,2002,1,short,3,7,54032.95,31.6,12.48,6.22,9.6,32.17,37.35,79.88,138.11,332.23,683.84,1164.97,1844.23,2109.05,2515.05,4092.19,6450.15,9138.93,9594.06,15760.83,8035.14,7725.68,5875.48,1850.2,.,.
FRATNP,2002,1,short,3,8,16358.78,7.37,2.27,3.11,4.26,4.29,16.48,20.25,47.94,96.71,148.9,248.93,430.29,483.61,573.13,1076.29,2120.92,3025.09,3204.66,4844.28,2609.59,2234.69,1785.44,449.25,.,.
FRATNP,2002,1,short,3,9,7233.02,1.05,1.13,1.04,1.07,3.22,13.18,7.88,23.97,33,66.18,139.75,200.16,313.24,377.89,583.56,995.45,1310.04,1285.22,1876.02,970.22,905.8,710.03,195.77,.,.
FRATNP,2002,1,short,3,10,7117.4,12.64,4.54,1.04,0,5.36,6.59,9,15.98,25.03,48.53,70.97,134.87,138.63,144.86,276.64,552.33,989.57,1265.3,3415.52,1470.22,1945.3,1415.7,529.6,.,.
FRATNP,2002,1,short,3,11,11418.54,12.64,7.94,3.11,5.33,12.87,13.18,21.38,28.53,45.51,75,117.92,238.69,328.05,461.86,853.93,1548.83,2305.87,2110.23,3227.66,1760.65,1467.02,1103.77,363.25,.,.
FRATNP,2002,1,short,3,12,13511.74,26.34,5.67,1.04,0,5.36,5.49,24.75,54.79,236.66,494.13,896.38,1178.47,1168.29,1233.38,1374.85,1605,1628.41,1469.72,2103.01,1090.43,1012.58,789.65,222.93,.,.
FRATNP,2002,1,short,3,13,2039.79,0,1.13,0,1.07,1.07,2.2,2.25,4.57,10.24,15.44,20.74,36.39,44.45,58.78,126.32,199.71,313.16,442.38,759.88,390.43,369.46,286.85,82.61,.,.
FRATNP,2002,1,short,3,14,4129.18,1.05,0,0,1.07,0,2.2,5.63,2.28,10.24,23.16,40.4,61.01,81.48,115.47,248.45,433.75,688.94,761.07,1652.98,740.43,912.55,711.12,201.43,.,.
FRATNP,2002,1,short,3,15,1913.12,1450.61,46.51,13.47,14.93,21.45,28.56,12.38,33.1,28.44,18.75,36.03,34.25,41.27,29.39,16.7,27.04,22.96,17.82,19.45,10.64,8.81,6.54,2.26,.,.
FRATNP,2002,1,short,3,16,26194.66,56.89,162.23,96.33,136.47,941.65,1577.62,1548.09,1661.83,1760.14,1918.07,1867.01,1819.61,1390.52,1147.31,1319.52,1606.04,1944.7,1920.49,3320.15,1604.26,1715.88,1287,428.89,.,.
FRATNP,2003,1,short,3,0,279024,1753,408,223,342,1133,1885,1819,2600,3770,5774,9488,14052,16391,16659,23794,33850,42816,45065,57202,27881,29321,22571,6750,.,.
FRATNP,2003,1,short,3,1,5792.45,39.65,33.81,7.5,10.82,14.04,27.4,22.79,93.76,228.1,302.2,269.68,256.31,273.82,255.87,411.25,591.87,847.37,931.26,1174.95,554.32,620.63,471.66,148.97,.,.
FRATNP,2003,1,short,3,2,96549.67,13.93,66.45,43.96,67.1,99.37,146.85,188.05,300.7,602.92,1434.33,3623.78,6498.3,8299.51,8494.29,11544.35,14885.25,15875.6,13258.31,11106.63,6182.66,4923.97,3995.48,928.49,.,.
FRATNP,2003,1,short,3,3,1008.66,7.5,10.49,7.5,3.25,4.32,3.29,4.56,12.58,16.05,22.22,21.84,34.46,28.66,50.54,47.09,102.12,150.27,176.58,305.35,119.16,186.19,149.23,36.95,.,.
FRATNP,2003,1,short,3,4,9688.22,40.72,19.82,12.87,18.4,18.36,15.34,17.1,28.58,60.75,112.21,217.27,322.01,412.85,454.88,713.67,1161.85,1587.25,1840.44,2633.85,1169.29,1464.56,1070.76,393.8,.,.
FRATNP,2003,1,short,3,5,8178.37,0,1.17,0,0,6.48,38.36,44.45,107.48,190.28,329.97,494.6,554.63,520.05,362.22,434.27,561.65,879.72,1246.58,2406.48,1104.39,1302.09,987.98,314.11,.,.
FRATNP,2003,1,short,3,6,11222.52,50.36,27.98,27.87,21.65,46.44,65.76,80.92,97.19,145.57,191.1,272.96,346.78,362.97,401.18,695.88,1163.94,1996.32,2525.74,2701.92,1516.14,1185.78,982.53,203.25,.,.
FRATNP,2003,1,short,3,7,54511.72,45,15.15,4.29,16.23,28.08,33.97,55.85,155.5,288.85,683.28,1121.31,1842.66,2292.45,2463.94,3873.93,6445.93,8950.57,10604.33,15590.39,7422.17,8168.22,6196.92,1971.3,.,.
FRATNP,2003,1,short,3,8,16563.77,7.5,5.83,2.14,5.41,8.64,25.21,21.65,48.02,71.07,158.88,244.57,408.16,476.53,602.3,1086.21,1980.88,3032.57,3739.74,4638.47,2380.07,2258.4,1811.47,446.92,.,.
FRATNP,2003,1,short,3,9,7047.16,3.21,1.17,1.07,1.08,4.32,1.1,15.96,21.72,40.12,55.55,128.84,186.31,314.15,361.17,612.17,936.78,1270.01,1386.37,1706.07,849.04,857.03,688.43,168.61,.,.
FRATNP,2003,1,short,3,10,7512.24,8.57,9.33,4.29,2.16,3.24,9.86,6.84,17.15,26.36,47.77,68.79,96.93,145.4,185.32,317.07,551.23,985.12,1545.09,3481.73,1389.53,2092.2,1483.6,608.6,.,.
FRATNP,2003,1,short,3,11,12303.79,6.43,2.33,3.22,5.41,7.56,8.77,11.4,30.87,35.53,71.11,123.38,263.85,352.36,501.21,876.92,1578.66,2407.48,2479.49,3537.82,1652.33,1885.49,1425.87,459.62,.,.
FRATNP,2003,1,short,3,12,14006.49,8.57,10.49,5.36,1.08,5.4,6.58,25.07,66.31,206.32,459.96,857.09,1274.03,1324.53,1176.16,1467.11,1629.72,1718.73,1635.48,2128.48,1001.18,1127.3,860.53,266.77,.,.
FRATNP,2003,1,short,3,13,1978.33,0,1.17,1.07,1.08,0,5.48,4.56,6.86,3.44,15.55,18.56,23.69,48.82,64.23,119.29,176.1,345.42,455.12,687.88,300.04,387.84,290.84,97.01,.,.
FRATNP,2003,1,short,3,14,4291.19,4.29,0,0,0,3.24,1.1,6.84,4.57,14.9,18.89,39.31,51.69,94.46,130.57,234.4,397.01,674.14,970.15,1645.65,703.28,942.37,728.73,213.64,.,.
FRATNP,2003,1,short,3,15,1962.58,1455.12,37.3,20.37,19.48,31.32,28.49,30.77,37.73,33.24,22.22,34.94,37.69,41.39,26.32,24.07,30.22,18.78,14.72,18.4,10.64,7.76,5.45,2.31,.,.
FRATNP,2003,1,short,3,16,26406.81,62.15,165.53,81.48,168.84,852.18,1467.45,1282.19,1570.98,1806.48,1848.75,1951.1,1854.5,1403.06,1128.78,1336.31,1656.81,2076.67,2255.61,3437.94,1526.78,1911.16,1421.51,489.65,.,.
FRATNP,2004,1,short,3,0,263087,1683,386,193,271,1087,1768,1669,2362,3446,5531,8842,13178,16350,15960,21814,31618,40220,45818,50891,23479,27412,21055,6357,.,.
FRATNP,2004,1,short,3,1,5191.57,37.09,28.38,5.19,2.17,9.63,7.77,23.83,75.71,189.91,323.52,254.29,247.33,251.21,223.61,336.4,545.34,736.78,911.07,982.36,412.28,570.08,413.56,156.51,.,.
FRATNP,2004,1,short,3,2,95534.53,11.66,61.31,63.3,57.45,98.43,129.85,174.73,302.82,539.8,1431.28,3436.18,6279.57,8533.8,8506.47,11003.34,14406.63,15589.95,14231.34,10676.63,5734.97,4941.66,4013.91,927.75,.,.
FRATNP,2004,1,short,3,3,1034.76,11.66,13.62,6.23,5.42,5.35,5.55,1.13,13.98,11.51,20.08,28.5,39.62,40.28,51.44,58.32,107.19,155.06,184.93,274.9,104.66,170.24,126.01,44.23,.,.
FRATNP,2004,1,short,3,4,8596.73,36.03,23.84,10.38,9.76,14.98,22.2,23.83,26.79,49.49,105.98,152.35,290.16,431.41,452.46,692.59,1072.98,1403.83,1680.05,2097.63,939.79,1157.83,857.28,300.55,.,.
FRATNP,2004,1,short,3,5,7185.34,0,0,0,1.08,11.77,22.2,45.38,116.47,201.42,324.63,446.1,511.79,501.36,336.98,378.06,487.06,740.94,1138.84,1921.25,804.48,1116.77,861.59,255.19,.,.
FRATNP,2004,1,short,3,6,10267.84,56.17,35.19,12.45,24.93,46,69.92,57.86,93.18,141.57,176.26,230.17,285.87,345.55,382.12,571.78,1021.98,1716.03,2513.81,2486.98,1273.85,1213.13,969.28,243.85,.,.
FRATNP,2004,1,short,3,7,51807.61,30.73,17.03,7.26,14.09,21.4,31.08,43.11,123.46,322.27,594.6,1035.79,1703.46,2140.07,2287.5,3571.27,5940.41,8416.76,11137.66,14369.66,6244.5,8125.15,6194.8,1930.35,.,.
FRATNP,2004,1,short,3,8,14811.57,10.6,4.54,2.08,3.25,11.77,22.2,27.23,34.94,64.45,112.67,202.77,356.54,485.47,540.64,975.88,1727.59,2727.54,3494.89,4006.53,1883.82,2122.71,1653.17,469.54,.,.
FRATNP,2004,1,short,3,9,6642.49,3.18,0,1.04,3.25,5.35,7.77,5.67,17.47,35.68,64.7,112.9,209.85,285.13,342.23,508.25,863.79,1234.21,1405.27,1536.75,734.71,802.04,616.03,186,.,.
FRATNP,2004,1,short,3,10,5895.36,10.6,1.14,1.04,0,3.21,6.66,6.81,13.98,25.32,29,63.57,85.65,119.78,142.77,226,442.3,779.45,1289.29,2648.79,1024.37,1624.42,1126.52,497.9,.,.
FRATNP,2004,1,short,3,11,10951.37,6.36,4.54,1.04,4.34,12.84,12.21,17.02,13.98,35.68,56.89,128.24,216.28,361.45,435.66,738.42,1425.78,2058.4,2472.02,2950.23,1383.79,1566.44,1193.3,373.14,.,.
FRATNP,2004,1,short,3,12,12992.7,23.32,7.95,3.11,6.5,6.42,15.54,21.56,53.58,159.98,441.77,781.5,1065.33,1282.56,1030.9,1270.62,1478.86,1726.43,1715.58,1901.21,875.31,1025.9,800.2,225.7,.,.
FRATNP,2004,1,short,3,13,1862.92,1.06,0,1.04,3.25,4.28,1.11,2.27,5.82,10.36,15.62,15.34,26.77,47.7,56.69,109.36,158.19,321.56,424.19,658.31,247.37,410.94,313.4,97.54,.,.
FRATNP,2004,1,short,3,14,4088.63,4.24,0,0,0,2.14,1.11,1.13,2.33,11.51,22.31,28.5,63.17,96.46,107.08,177.05,385.07,666.01,1024.96,1495.56,622.65,872.91,648.34,224.56,.,.
FRATNP,2004,1,short,3,15,1889.63,1387.31,53.36,15.56,17.34,23.54,28.86,28.37,25.62,29.93,25.66,35.07,34.26,34.98,33.59,22.91,23.94,28.1,20.9,20.34,12.69,7.65,5.38,2.27,.,.
FRATNP,2004,1,short,3,16,24333.95,52.99,135.1,63.3,118.16,809.9,1383.99,1189.06,1441.89,1617.11,1786.03,1890.72,1762.35,1392.8,1029.85,1173.76,1530.89,1918.95,2173.2,2863.9,1179.76,1684.13,1262.22,421.91,.,.
FRATNP,2005,1,short,3,0,270634,1583,332,215,245,1087,1751,1663,2354,3259,5270,8877,13092,17800,16139,21745,31666,40332,48064,55160,26104,29056,21985,7071,.,.
FRATNP,2005,1,short,3,1,5321.92,32.82,16.88,6.55,4.15,12.99,12.29,25.27,58.12,145,286.6,299.77,238.89,265.37,274.79,349.36,502.83,730.96,985,1074.28,530.64,543.64,401.44,142.2,.,.
FRATNP,2005,1,short,3,2,97153.93,12.71,55.15,72.03,52.94,112.6,132.97,172.27,295.27,538.07,1318.34,3332.43,6187.66,9203.05,8550.9,10859.43,14574.88,15701.1,14466.46,11515.67,6465.1,5050.58,4104.49,946.09,.,.
FRATNP,2005,1,short,3,3,1001.56,9.53,12.38,3.27,2.08,4.33,3.35,6.89,11.62,7.93,11.24,26.26,32.14,50.95,44.05,62.76,107.23,137.45,195.54,272.57,94.27,178.3,131.28,47.02,.,.
FRATNP,2005,1,short,3,4,8804.44,22.24,16.88,10.91,13.5,23.82,21.23,18.38,36.04,48.71,97.78,179.42,297.81,427.78,456.23,700.81,1027.53,1486.91,1744.13,2174.33,989.25,1185.08,837.61,347.47,.,.
FRATNP,2005,1,short,3,5,7692.24,0,0,1.09,1.04,8.66,30.17,59.72,113.92,192.57,319.19,491.22,575.27,542.42,399.59,372.37,484.09,727.84,1233.86,2139.21,861.1,1278.11,955.87,322.24,.,.
FRATNP,2005,1,short,3,6,11552.87,70.94,30.39,14.19,20.76,59.55,61.46,70.06,89.51,134.8,176.45,233.03,305.31,406.55,360.79,624.45,1107.69,1843.02,2944.53,2999.39,1616.27,1383.12,1105.6,277.52,.,.
FRATNP,2005,1,short,3,7,52471.45,25.41,6.75,6.55,10.38,22.74,37.99,45.94,132.52,285.46,593.42,1092.94,1673.32,2407.44,2264.37,3467.44,5731.05,8321.72,11273.07,15072.93,6659.98,8412.94,6318.94,2094.01,.,.
FRATNP,2005,1,short,3,8,15211.77,4.24,2.25,2.18,5.19,5.41,10.06,17.23,43.01,75.9,167.46,216.62,349.23,536.05,514.96,967.54,1655.29,2586.48,3690.07,4362.6,2139.5,2223.1,1740.31,482.79,.,.
FRATNP,2005,1,short,3,9,6503.21,2.12,1.13,0,0,3.25,2.23,9.19,16.27,35.12,52.82,121.44,191.76,306.77,346.11,488.48,796.41,1124.56,1423.12,1582.45,747.77,834.69,627.12,207.57,.,.
FRATNP,2005,1,short,3,10,7275.17,15.88,6.75,2.18,1.04,4.33,6.7,5.74,20.92,24.92,34.84,61.27,107.13,152.85,178.3,300.2,521.57,911.1,1551.73,3367.7,1237.1,2130.6,1491.85,638.75,.,.
FRATNP,2005,1,short,3,11,11843.62,7.41,4.5,1.09,2.08,11.91,17.88,16.08,23.25,31.72,51.7,110.5,216.4,375.76,463.57,784.49,1500.17,2207.46,2799.18,3218.46,1476.47,1742,1287.87,454.12,.,.
FRATNP,2005,1,short,3,12,13210.27,18,9,3.27,5.19,4.33,14.53,14.93,59.29,157.46,411.35,757.07,1066.99,1339.59,1050.9,1271.92,1485.6,1626.44,1877.97,2036.44,954.3,1082.14,812.65,269.49,.,.
FRATNP,2005,1,short,3,13,1856.95,0,2.25,0,3.11,2.17,2.23,2.3,3.49,5.66,11.24,21.88,24.64,60.5,66.07,108.78,182.19,309.25,426.62,624.56,278.56,346,247.38,98.62,.,.
FRATNP,2005,1,short,3,14,4328.72,1.06,1.13,1.09,0,1.08,0,3.45,9.3,4.53,13.49,44.86,53.56,106.15,105.93,186.19,427.88,690.35,1031,1647.69,695.87,951.82,684.62,267.2,.,.
FRATNP,2005,1,short,3,15,1839.86,1309.81,48.39,13.1,14.53,20.57,25.7,26.42,27.9,29.45,29.22,30.63,54.63,61.57,33.56,23.01,35.4,19.78,19.87,16.31,6.35,9.95,6.51,3.44,.,.
FRATNP,2005,1,short,3,16,24566.02,50.83,118.17,77.49,109,789.27,1372.19,1169.15,1413.56,1541.71,1694.85,1857.67,1717.25,1557.19,1028.88,1177.78,1526.2,1907.58,2401.84,3055.41,1351.49,1703.93,1231.46,472.47,.,.
FRATNP,2006,1,short,3,0,265807.01,1670,335,191,275,1012,1538,1633,2177,3213,5146,8471,13006,18000,17071,20469,29501,39227,45780,57092.01,30646,26446.01,19222,7224.01,.,.
FRATNP,2006,1,short,3,1,5382.21,28.31,18.55,3.2,5.23,14.07,20.77,20.58,39.98,134.72,274.8,248.63,278.58,293.13,294.36,310.66,489.74,734.31,949.74,1222.85,671.66,551.19,425.02,126.17,.,.
FRATNP,2006,1,short,3,2,96917.34,16.33,45.83,71.49,52.28,92,138.82,178.39,272.98,567.2,1257.34,3069.36,6029.74,9357.92,9058.58,10558.23,13907.52,15601.93,14436.33,12205.05,7570.94,4634.11,3574.25,1059.86,.,.
FRATNP,2006,1,short,3,3,1007.91,17.42,12,3.2,4.18,7.58,4.37,4.57,11.42,6.79,16.82,27.5,33.34,56.29,54,55.44,113.58,131.42,148.36,299.6,132.01,167.6,111.39,56.2,.,.
FRATNP,2006,1,short,3,4,8538.33,50.08,18.55,10.67,9.41,15.15,19.68,24.01,33.12,48.68,97.58,188.12,274.27,428.02,469.08,604.58,980.52,1378.91,1592.31,2295.58,1194.41,1101.17,775.41,325.76,.,.
FRATNP,2006,1,short,3,5,7357.64,0,0,0,1.05,8.66,25.14,58.32,111.93,191.33,302.84,421.35,594.8,521.48,368.48,332.63,440.76,708.23,1149.31,2121.34,1021.22,1100.12,792.72,307.4,.,.
FRATNP,2006,1,short,3,6,11751.89,71.85,30.55,18.14,25.1,62.78,57.93,80.05,94.8,148.31,191.8,262.93,296.86,431.2,393.9,574.25,1061.79,1930.68,2818.93,3200.02,1928.38,1271.65,990.62,281.02,.,.
FRATNP,2006,1,short,3,7,51170.76,17.42,16.37,4.27,14.64,34.64,32.79,56.03,137.06,261.52,581,1014.32,1626.29,2400.28,2379.27,3189.23,5088.07,7772.8,10683.32,15861.44,8063.07,7798.37,5605.25,2193.13,.,.
FRATNP,2006,1,short,3,8,14622.21,1.09,4.36,2.13,3.14,6.49,16.4,9.15,35.41,70.19,123.38,235.43,389.36,542.72,573.9,813.78,1527.57,2491.84,3408.22,4367.64,2405.72,1961.92,1429.7,532.22,.,.
FRATNP,2006,1,short,3,9,6415.95,2.18,1.09,1.07,1.05,4.33,4.37,6.86,13.71,41.89,57.2,115.51,164.56,297.38,356.84,491.62,749.2,1151.53,1360.36,1595.22,852.25,742.97,553.71,189.26,.,.
FRATNP,2006,1,short,3,10,6034.5,6.53,5.46,2.13,1.05,3.25,4.37,4.57,11.42,31.7,35.89,57.21,105.41,126.39,154.59,210.24,411.59,821.92,1278.86,2761.91,1140.55,1621.36,1106.34,515.02,.,.
FRATNP,2006,1,short,3,11,11207.34,5.44,7.64,0,7.32,10.82,16.4,11.44,11.42,38.49,51.59,113.31,231.25,365.35,437.31,698.72,1306.66,2026.64,2572.36,3295.16,1698.16,1597.01,1110.67,486.34,.,.
FRATNP,2006,1,short,3,12,13226.76,15.24,10.91,3.2,5.23,5.41,16.4,20.58,42.26,151.71,400.42,781.09,1107.85,1386,1163.69,1143.27,1421.28,1622.98,1662.31,2266.9,1240.88,1026.02,747.29,278.73,.,.
